MLSNUM,LISTPRICE,ZIP,BEDS,BATHS,SQFT
71947782,549000.0,02116,1,1.0,614
71947940,329900.0,01545,2,3.0,2370
71947979,429900.0,01801,2,2.0,1379
71948008,225000.0,02452,2,1.0,830
71948072,384900.0,02472,1,1.0,982
71948168,450000.0,02131,3,1.0,1660
71948183,375000.0,02127,2,1.0,716
71948213,205000.0,02169,2,1.0,776
71948222,173000.0,01095,2,2.5,1314
71948323,179999.0,33909,3,2.0,1468
71948334,200000.0,01824,2,2.0,1300
71948364,209000.0,02472,2,1.0,600
71948407,599900.0,02145,3,2.0,1707
71948415,224900.0,02359,2,1.5,1296
71948509,989000.0,02210,2,1.0,1500
71948583,399000.0,02131,2,2.5,1213
71948584,224900.0,02780,3,2.0,1456
71948619,469000.0,02474,2,1.0,1212
71948641,399900.0,01864,2,2.5,1520
71948693,319000.0,02472,2,1.0,754
71948698,1195000.0,02446,3,2.5,2035
71948708,132500.0,02360,2,1.5,1018
71948851,1200000.0,02143,4,3.5,2005
71948860,999900.0,02458,3,3.5,2774
71948866,649000.0,02155,4,2.5,2060
71948883,455000.0,02127,2,1.0,655
71948889,259995.0,02135,1,1.0,460
71948948,525000.0,02478,3,1.0,1403
71948967,199900.0,01863,2,1.5,1270
71948983,325000.0,02130,2,1.0,764
71949096,818000.0,02476,3,3.5,2193
71949159,304900.0,01886,3,2.5,1850
71949177,360000.0,02649,2,2.0,1338
71949273,174900.0,01824,2,1.0,979
71949308,419000.0,02114,0,1.0,637
71949318,165000.0,01432,2,1.5,1080
71949341,129000.0,02072,2,1.0,854
71949350,62000.0,01752,1,1.0,466
71949444,144900.0,01702,1,1.0,916
71949454,44000.0,02745,2,1.0,936
71949496,110000.0,01569,2,1.0,960
71949831,642500.0,02119,3,2.5,1785
71949872,294900.0,02019,2,2.5,1846
71949970,254900.0,02170,1,1.0,788
71949984,1325000.0,02116,2,1.5,1035
71950001,349000.0,02169,2,2.0,1130
71950031,490000.0,02114,1,1.0,542
71950034,74900.0,01001,1,1.0,668
71950101,169000.0,02180,1,0.5,600
71950152,488000.0,02111,1,1.0,685
71950175,319000.0,02215,1,1.0,370
71950188,1200000.0,02127,3,2.5,1690
71950345,710000.0,02116,2,1.0,703
71950443,2250000.0,02110,2,2.0,1413
71950446,147500.0,01854,2,1.0,870
71950522,299900.0,02155,1,1.0,875
71950647,169900.0,01760,1,1.0,778
71950672,219900.0,02148,2,1.0,690
71950675,219900.0,02368,2,1.5,1288
71950711,399000.0,02021,2,2.5,1355
71950831,289000.0,02472,1,1.0,670
71950879,399900.0,02056,3,2.5,2120
71950890,429000.0,02130,2,1.0,912
71950902,639000.0,02141,2,2.0,1014
71950972,489000.0,02129,2,1.0,1090
71951013,259900.0,02180,2,2.0,895
71951017,1075000.0,02110,2,2.0,1210
71951034,765000.0,02474,3,2.5,1890
71951039,285000.0,02155,2,1.0,843
71951114,335000.0,02130,2,1.0,881
71951242,399000.0,02115,1,1.0,408
71951259,445000.0,02421,2,2.0,1500
71951332,189900.0,01832,1,1.5,1280
71951359,79900.0,01719,2,1.0,802
71951408,350000.0,02155,3,2.0,1321
71951415,75000.0,01826,1,1.0,820
71951510,189900.0,01095,2,2.5,1328
71951843,209900.0,01730,1,1.0,547
71952063,170000.0,01902,3,1.5,1400
71952107,155000.0,01821,2,1.0,701
71952163,330000.0,02155,3,2.0,1243
71952255,279900.0,02115,0,1.0,240
71952293,595000.0,02109,2,2.0,747
71952617,329900.0,01860,2,1.5,1700
71952722,1149000.0,02458,4,3.5,3104
71952800,499000.0,02127,2,2.0,703
71952845,975000.0,02139,3,2.5,1943
71952856,459000.0,02139,2,1.0,700
71952871,439000.0,02139,2,1.0,670
71953094,234900.0,02072,2,1.5,1260
71953147,94500.0,01841,2,1.5,1075
71953406,124000.0,01852,1,1.0,771
71953624,168900.0,01420,2,2.0,1220
71953851,1400000.0,01810,3,4.0,3800
71953854,115000.0,01902,1,1.0,695
71953895,928000.0,02111,2,2.0,1276
71954509,669000.0,02116,1,1.0,657
71954549,420000.0,02114,1,1.0,385
71954594,125000.0,01930,1,1.0,480
71955694,199900.0,02644,2,1.5,952
71955696,191900.0,02644,2,1.5,952
71955746,425000.0,02467,1,1.0,783
71955763,135000.0,02368,2,1.0,860
71955851,98500.0,01854,1,1.0,732
71955992,264900.0,01056,2,2.5,1400
71956175,229900.0,02072,2,1.5,1350
71956731,91900.0,02031,1,1.0,810
71957689,274900.0,01560,3,2.5,1624
71958602,2399000.0,02118,3,2.5,2005
71960323,179900.0,02021,2,1.0,838
71962657,159900.0,02131,2,1.0,720
71963174,669000.0,02657,2,2.0,1020
71975395,156400.0,02667,2,1.0,920
71570272,180000.0,02152,1,1.0,677
71603440,155000.0,02540,1,1.0,461
71625805,135000.0,01938,3,1.0,857
71656913,175000.0,02038,2,1.5,1123
71675682,475000.0,01984,2,2.5,2450
71675923,3350000.0,02493,3,3.5,3657
71682526,265000.0,01007,2,3.0,1345
71691353,275000.0,01002,3,2.0,1527
71710154,127900.0,01351,3,2.0,1581
71718295,439000.0,01773,2,2.0,1527
71736892,227000.0,02631,1,1.0,942
71738255,1110000.0,02025,2,2.5,4382
71745974,349900.0,01460,2,2.0,1500
71746246,179900.0,01747,3,1.5,1218
71746610,194900.0,01604,2,2.5,1556
71752623,224900.0,01571,2,2.0,1200
71760398,428900.0,02649,2,2.0,1600
71760408,419900.0,02649,2,2.0,1600
71769238,448600.0,02038,2,2.5,1868
71775529,308400.0,01564,2,2.5,1804
71777265,699000.0,02061,2,2.5,2079
71783484,365000.0,01077,3,2.5,2200
71784124,125000.0,01852,2,1.0,815
71787391,469000.0,01749,2,2.5,2213
71788995,275000.0,01056,2,2.0,1104
71789839,535000.0,02482,2,1.5,1246
71790618,104000.0,01453,2,1.5,1086
71793847,519900.0,02066,2,2.5,2051
71794613,80450.0,01001,2,1.5,1058
71795530,135000.0,02720,2,1.5,935
71795590,480480.0,01748,2,2.5,1762
71798704,729000.0,02052,3,2.5,2399
71799310,949000.0,02127,2,2.5,1550
71799311,775000.0,02127,2,2.0,1500
71800206,159900.0,01915,2,1.0,862
71803791,540000.0,01985,2,2.5,2214
71804628,399900.0,02762,3,2.5,1687
71806507,1125000.0,02171,3,2.5,3266
71807649,164900.0,01504,2,2.0,1208
71808325,780000.0,01778,2,2.5,2490
71808398,248000.0,02763,2,2.5,1703
71808819,649000.0,02127,2,2.0,1162
71808927,567000.0,01460,4,2.5,3220
71811505,4795000.0,02116,2,2.5,2728
71812478,304900.0,01564,2,2.5,1804
71812941,179900.0,01075,3,1.5,1479
71817143,225000.0,01001,2,1.5,1300
71817411,174900.0,01569,2,1.5,1332
71819268,315000.0,01569,2,2.0,1733
71821478,429900.0,01536,3,2.5,1801
71825344,695500.0,02129,2,1.0,790
71825365,374900.0,01757,3,2.5,2145
71825474,754000.0,01776,2,3.0,2198
71828436,419990.0,01721,2,2.5,2225
71828438,419990.0,01721,2,2.5,2225
71828439,409990.0,01721,2,2.5,2225
71829651,224900.0,02360,2,2.5,1370
71830409,76900.0,01085,2,1.0,763
71830536,349900.0,01970,2,2.0,1930
71832245,239000.0,02122,3,1.0,923
71833783,112000.0,02780,2,1.0,881
71834150,414900.0,01519,3,2.5,2357
71834425,375000.0,01801,3,2.0,1200
71834438,429900.0,02341,2,2.5,2600
71834492,1030000.0,02127,2,2.5,1919
71837888,749000.0,02460,4,3.5,2264
71838523,279900.0,01524,2,2.0,1368
71838525,279900.0,01524,2,2.0,1368
71838851,259900.0,01570,2,2.5,1200
71839629,318000.0,02359,2,2.5,3185
71840902,259900.0,01002,3,2.5,1327
71841226,259900.0,01721,2,2.5,1616
71841914,89900.0,01001,2,1.5,1058
71843124,229000.0,01450,2,1.5,1404
71843237,188999.0,02045,1,1.0,828
71847381,224900.0,01510,3,2.5,1344
71847776,609900.0,01701,3,2.5,2422
71847809,609900.0,01701,3,2.5,2422
71847810,559900.0,01701,3,2.5,2079
71848763,65000.0,02360,2,1.0,728
71849316,469000.0,02332,2,2.0,1600
71852056,319000.0,01970,3,3.0,2083
71855356,199900.0,01095,2,2.5,1308
71856026,269000.0,02184,2,2.0,1169
71856212,224900.0,01075,2,1.5,1292
71856665,1499999.0,02116,2,2.0,1867
71857131,310000.0,01915,3,2.0,1300
71858822,379500.0,03062,3,2.5,2227
71858934,599900.0,01701,3,2.5,2330
71858970,599900.0,01701,3,2.5,2330
71860033,279900.0,02191,2,1.5,1120
71860312,159000.0,02045,2,1.0,903
71860839,179900.0,01603,2,2.0,1450
71860933,78900.0,01020,1,1.0,735
71861090,367000.0,01760,3,2.0,1330
71861649,835000.0,02464,5,3.0,2468
71861792,610000.0,02332,2,2.5,2225
71863311,1519000.0,02493,3,3.5,2643
71864039,429900.0,01876,2,2.5,1850
71866673,309000.0,02128,1,1.0,876
71867099,741000.0,01776,2,3.0,2198
71868619,214000.0,01863,2,1.5,1300
71868659,319900.0,02346,2,2.5,1800
71869868,899999.0,02472,4,3.5,3200
71870270,122000.0,01056,2,1.0,1116
71870759,437400.0,01450,3,2.5,2249
71870816,496770.0,02149,2,2.5,1713
71873368,298000.0,01824,3,2.5,2367
71873472,79900.0,01085,2,1.0,789
71874264,419900.0,02453,2,2.0,1162
71875120,439000.0,02186,3,1.5,1670
71875211,489900.0,01915,2,2.0,1689
71875908,180000.0,01085,2,1.5,1519
71877464,2350000.0,02116,3,3.5,2738
71877792,308900.0,01569,3,2.5,1862
71878734,2995000.0,02111,3,2.5,2242
71878956,189000.0,02359,2,1.5,1188
71879022,196355.0,02121,3,2.5,1484
71879805,480270.0,01748,2,2.5,2200
71881124,1269000.0,02478,3,2.5,2715
71882410,484999.0,01845,3,3.5,2276
71882552,799000.0,02118,2,2.0,804
71883057,105000.0,02780,3,1.5,1370
71883127,235000.0,01913,3,2.5,1746
71883269,260000.0,02721,3,3.0,1857
71883307,120000.0,02723,2,1.0,891
71884272,419000.0,01801,3,2.5,1600
71885029,229900.0,01860,2,2.0,1394
71885374,315425.0,02131,2,2.0,925
71885563,179000.0,02532,2,2.0,1173
71886271,289900.0,02048,2,1.5,1333
71887455,177000.0,02764,3,1.0,960
71887502,114900.0,01902,2,1.0,698
71887595,119900.0,01013,2,1.5,1200
71888999,296000.0,02169,2,2.0,1069
71889200,499900.0,01876,2,2.5,1850
71889555,164900.0,01826,2,1.5,1232
71889688,389900.0,01503,2,3.0,2286
71889707,154900.0,01077,2,1.0,1008
71890252,299900.0,03062,2,2.5,2021
71890371,6900000.0,02110,3,3.0,3079
71890848,405000.0,02332,2,2.5,1700
71891304,599900.0,02171,3,3.0,1989
71891470,187400.0,01453,2,1.5,1494
71891879,499900.0,02141,2,2.0,1067
71892067,159900.0,01473,3,2.5,1524
71893138,179900.0,02760,2,1.5,1281
71893225,150000.0,06260,2,1.5,1246
71893346,599900.0,01880,3,2.5,2107
71893349,599900.0,01880,3,2.5,2107
71893429,285900.0,02151,3,3.0,1504
71893542,236900.0,01907,2,2.0,1044
71893820,159800.0,02148,1,1.0,508
71894075,139900.0,01843,2,1.5,1044
71894674,250000.0,02703,3,1.5,1700
71895037,235000.0,01970,2,1.0,1152
71895408,575000.0,02127,2,2.0,1086
71895440,629900.0,01949,3,3.0,3600
71895560,83500.0,01826,2,1.0,980
71896072,2600000.0,02108,3,2.5,2015
71896112,125000.0,01053,2,1.5,1080
71896284,249000.0,02130,1,1.0,426
71896379,759900.0,01801,3,3.5,2385
71896465,439000.0,02341,2,2.5,2225
71896580,439000.0,02341,2,2.5,2225
71896892,149900.0,03060,2,1.5,1268
71897397,169900.0,02780,3,2.0,1456
71897497,60000.0,02301,1,1.0,603
71897538,305000.0,01532,2,2.0,1072
71897706,254900.0,01075,2,2.5,1432
71898172,299900.0,01741,1,1.0,776
71898578,319900.0,02333,2,1.5,1676
71898580,299900.0,02333,2,1.5,1676
71898894,179900.0,01420,2,2.0,1352
71898973,295000.0,01606,2,2.5,1857
71899075,169900.0,02360,1,1.5,845
71899206,177500.0,01537,3,1.5,1416
71899278,239900.0,01887,2,1.0,1220
71899284,284900.0,02657,1,1.0,355
71899344,150000.0,02019,2,1.5,1278
71899903,69900.0,01605,1,1.0,547
71900172,369500.0,01609,2,2.5,2242
71900334,459000.0,02152,3,2.0,2532
71900685,575000.0,01776,2,2.5,2497
71900882,699000.0,02446,1,1.5,950
71900922,469000.0,01060,4,2.0,1788
71901065,279899.0,02132,2,1.5,928
71901234,342000.0,02131,2,1.0,976
71901427,2750000.0,02116,5,4.5,2938
71901675,149900.0,01504,2,1.5,1208
71901705,234900.0,02035,2,1.5,1400
71901811,345000.0,02762,2,2.5,1879
71902486,735000.0,02135,3,2.0,2379
71902504,377900.0,01520,3,2.5,2558
71902546,289900.0,01901,2,2.0,1157
71902837,359000.0,02131,2,1.0,934
71903018,179900.0,02132,1,1.0,575
71903147,289900.0,02151,4,1.5,1852
71903381,629900.0,02145,2,2.5,1380
71903836,349900.0,03865,2,2.0,1742
71904623,279000.0,02536,2,3.0,1352
71904773,799000.0,02124,2,2.5,2184
71905053,119000.0,02188,1,1.5,752
71905543,204900.0,02072,2,2.0,968
71905545,825000.0,02111,1,2.0,1076
71905578,122900.0,02720,2,1.0,734
71905663,1195000.0,02116,1,1.5,858
71905708,950000.0,02111,1,1.0,855
71905866,115000.0,01610,1,1.0,945
71905923,385000.0,02019,4,3.0,3117
71906331,2950000.0,02118,4,3.5,2690
71906982,309900.0,01832,3,2.5,2044
71907496,169000.0,01720,2,1.5,1000
71907511,269900.0,02148,1,1.0,746
71907573,289000.0,02150,2,1.0,990
71907708,399000.0,02375,3,2.5,2644
71907779,280000.0,01864,2,2.0,1217
71907932,699000.0,02464,3,2.5,1998
71908077,69900.0,02670,1,1.0,252
71908260,649000.0,02130,3,1.5,1907
71908430,289900.0,02190,2,2.0,1500
71908938,124900.0,02780,2,1.0,804
71909085,210000.0,02338,2,1.5,1188
71909131,207500.0,01002,2,2.0,979
71909283,1549000.0,02130,4,3.5,3775
71909316,299000.0,02081,2,1.5,1488
71909337,114900.0,01850,2,1.0,800
71909466,659000.0,02114,2,2.0,860
71909658,229900.0,02780,3,1.5,1388
71909750,949000.0,02472,4,3.0,2670
71909792,730000.0,02467,3,2.0,1391
71909980,579900.0,01760,2,2.5,1800
71910028,899000.0,02127,3,2.0,1850
71910060,259900.0,01923,2,1.0,950
71910360,144000.0,01902,2,1.0,680
71910429,195000.0,01501,2,1.5,1080
71910720,459900.0,02118,2,1.0,1427
71910773,499900.0,02130,3,2.5,1730
71910900,579900.0,02145,3,2.0,1350
71911069,108000.0,01602,2,1.0,849
71911183,349900.0,03865,2,2.0,1742
71911378,319900.0,02375,2,1.5,1500
71911383,319900.0,02375,2,1.5,1500
71911596,184000.0,01835,2,2.0,1800
71911650,515000.0,01760,2,3.0,1725
71911674,265000.0,01845,2,1.0,1234
71911818,179900.0,02780,2,2.0,1045
71911994,369900.0,02171,1,1.5,993
71912221,159900.0,02720,2,1.5,1109
71912484,135000.0,02360,2,1.5,1022
71912551,768000.0,02141,2,2.5,1350
71912641,309000.0,02453,4,2.0,1200
71912869,349000.0,01060,2,1.5,1320
71913033,124900.0,01970,1,1.0,707
71913156,449900.0,02339,2,2.5,2447
71913162,495000.0,02145,2,2.0,1081
71913444,250000.0,01702,3,2.0,1571
71913485,354900.0,01970,3,2.5,1838
71913719,385000.0,01950,1,1.0,937
71913779,213500.0,02631,2,2.0,1063
71913794,439000.0,02062,2,2.5,1868
71913975,115000.0,02301,2,1.0,900
71914055,340000.0,01960,3,3.5,2418
71914117,1950000.0,02118,3,3.0,1930
71914144,269900.0,02151,3,1.5,1380
71914172,237500.0,01832,2,1.5,2150
71914238,295000.0,01095,2,2.0,1638
71914501,799000.0,02127,2,2.0,1221
71915016,94889.0,01602,2,2.0,1263
71915179,120900.0,01719,2,1.0,830
71915205,2295000.0,02111,2,2.5,1573
71915270,335000.0,02186,2,1.0,1007
71915338,209900.0,01543,2,2.5,1300
71915829,89900.0,02072,1,1.0,504
71915898,245000.0,02148,2,1.0,723
71915949,479900.0,02129,1,1.0,678
71916308,579000.0,02132,3,2.0,1500
71916309,579000.0,02132,3,2.0,1500
71916617,124900.0,02356,2,1.0,1214
71917097,242500.0,02190,2,2.5,1250
71917216,489000.0,01450,4,2.5,2868
71917238,215000.0,01845,2,2.0,1050
71917315,119900.0,01129,2,1.5,950
71917385,239995.0,01760,2,1.5,961
71917434,959000.0,02461,4,3.5,2777
71917793,389000.0,02171,2,2.0,1050
71918028,90000.0,01453,2,1.0,900
71918132,155900.0,02632,2,2.0,1054
71918305,125000.0,01902,1,1.0,550
71918337,399900.0,01754,4,2.5,2200
71918491,575000.0,02152,2,2.0,1972
71918493,429900.0,02464,2,1.5,1300
71918578,460000.0,02128,2,1.0,972
71918686,749000.0,02130,3,2.5,1939
71918727,260000.0,02324,3,1.5,1334
71918729,279900.0,01830,3,2.5,1720
71918773,564000.0,02021,3,3.5,3000
71918988,725000.0,00198,3,2.5,2652
71919062,124900.0,02301,2,1.0,940
71919181,134900.0,01752,2,1.0,966
71919448,309000.0,02189,3,2.5,1945
71919624,109200.0,02649,2,1.0,864
71919703,349900.0,01581,2,2.5,1700
71919800,250000.0,01930,2,1.0,1129
71919831,225000.0,02151,2,1.5,1110
71920099,230000.0,02152,1,1.5,878
71920194,172000.0,02719,2,1.5,977
71920207,609000.0,02132,3,2.0,1500
71920573,419000.0,02359,2,2.5,2013
71920652,49900.0,01543,1,1.0,657
71920683,174900.0,01760,1,1.0,759
71920891,192000.0,01845,3,1.5,1070
71920939,834900.0,02460,6,2.5,3069
71921373,460000.0,02130,2,1.0,1374
71921530,208000.0,02043,2,1.0,942
71921617,2500000.0,02118,3,2.5,2040
71921730,469900.0,01701,2,2.5,1848
71921789,225000.0,02703,3,1.5,1440
71921998,349900.0,01077,3,2.5,1900
71922205,579000.0,02130,3,2.0,1200
71922345,169900.0,01826,2,1.5,1154
71922367,985000.0,02143,2,2.0,1726
71922504,269900.0,01830,3,2.0,1944
71922627,367900.0,01085,2,2.0,1632
71922750,224900.0,02152,3,1.0,1361
71922826,549900.0,02129,2,2.5,1088
71923012,169900.0,01001,2,1.0,848
71923087,1375000.0,02110,1,1.5,1229
71923264,245000.0,02452,2,1.0,697
71923389,210000.0,01832,2,1.5,1315
71923559,299000.0,01863,2,2.0,1484
71923588,279900.0,01949,1,1.5,1209
71923639,599900.0,01801,2,2.5,1559
71923691,170000.0,02128,1,1.0,612
71923696,200000.0,01510,2,2.0,960
71923754,89900.0,01588,3,1.0,1091
71923974,324900.0,02151,3,1.5,1550
71924028,379900.0,03865,2,2.0,1750
71924105,269900.0,02453,2,1.0,788
71924135,274900.0,01702,2,2.0,1295
71924147,245000.0,01834,2,1.5,1293
71924210,349900.0,01830,2,2.5,2636
71924417,153900.0,01938,2,1.0,773
71924440,549000.0,02360,4,2.5,1541
71924575,290000.0,02045,2,1.5,917
71924669,1980000.0,02446,4,3.5,3105
71924690,1899000.0,02127,3,3.0,2319
71924914,394900.0,01845,3,2.5,2150
71924924,174900.0,02760,2,1.5,1206
71924958,1225000.0,02143,2,2.0,1933
71925038,2150000.0,02445,2,2.5,2809
71925091,399900.0,02155,2,1.0,1130
71925130,269900.0,02155,2,1.0,769
71925192,289900.0,01612,2,2.0,1390
71925295,750000.0,02110,1,1.0,850
71925358,339900.0,01886,3,4.0,2571
71925538,579000.0,02155,3,3.0,2022
71925557,235000.0,02171,1,1.0,896
71925646,289900.0,02127,1,1.0,609
71925659,650000.0,02129,1,1.5,1005
71925819,330000.0,01886,2,2.0,1966
71925834,210000.0,01749,2,2.0,1138
71925905,299000.0,02453,4,2.0,1105
71925914,479000.0,02081,4,2.5,2149
71926276,359900.0,01581,2,2.0,1290
71926464,199900.0,02190,2,2.0,850
71926478,259900.0,02021,2,1.5,1445
71926563,329000.0,01527,2,2.5,1892
71926765,172500.0,01609,2,2.0,1316
71926948,279900.0,02132,2,1.5,1426
71927030,250000.0,02360,3,3.5,1900
71927050,549000.0,02127,2,1.5,978
71927098,75000.0,01103,1,1.0,895
71927102,319900.0,01527,2,2.5,2100
71927251,123000.0,02631,1,1.0,589
71927271,1299000.0,02118,2,2.0,1725
71927273,235000.0,02169,2,2.5,1356
71927322,299900.0,01923,2,1.5,1444
71927410,1199000.0,02108,1,1.5,1132
71927534,369000.0,02134,2,1.0,746
71927562,629500.0,02118,1,1.0,889
71927601,730000.0,02127,2,2.0,1458
71927605,149000.0,01902,1,1.0,515
71927613,400000.0,02038,2,2.5,2389
71927623,317000.0,02346,3,2.5,1705
71927683,172700.0,02072,2,1.0,950
71927806,449000.0,02127,2,2.0,880
71927820,68900.0,01376,2,1.0,671
71927875,449000.0,02127,2,1.0,795
71927884,499000.0,02127,2,2.0,1078
71928119,449000.0,01938,3,2.5,2105
71928302,359000.0,02171,2,2.5,1488
71928479,226900.0,01701,2,1.5,981
71928486,267000.0,01749,3,1.5,1750
71928507,169000.0,01923,2,1.0,830
71928756,249900.0,02638,2,1.5,1080
71928914,269900.0,01863,2,1.5,1500
71928978,1199000.0,02446,4,1.5,2230
71928981,449900.0,01887,3,2.0,1660
71929007,259900.0,01876,2,1.5,1240
71929196,135900.0,02760,2,1.0,985
71929235,345000.0,02445,2,1.0,727
71929372,200000.0,02190,2,1.0,1060
71929491,359900.0,01906,2,2.5,1581
71929512,145000.0,01826,2,1.0,1000
71929579,159000.0,02356,3,2.0,1381
71929584,189900.0,01845,3,2.0,1300
71929730,239000.0,02150,2,1.0,1025
71929750,158900.0,01854,2,1.0,918
71929816,524900.0,01760,3,2.5,2271
71929894,290000.0,01970,3,3.0,2083
71929896,219900.0,02151,2,1.0,1055
71929950,78900.0,01020,1,1.0,735
71930128,45000.0,01105,2,1.0,840
71930218,349900.0,01752,2,2.5,1833
71930353,124900.0,01752,1,1.0,765
71930417,224900.0,01970,2,1.0,945
71930438,239900.0,02703,2,2.0,1196
71930499,584000.0,02130,3,2.0,1220
71930552,172000.0,01505,2,1.5,1258
71930616,715000.0,02127,2,2.0,1120
71930617,750000.0,02127,2,2.0,1120
71930618,790000.0,02127,2,2.0,1120
71930654,159900.0,02128,2,1.0,673
71930679,169900.0,01085,2,2.0,1056
71930704,459000.0,02081,4,2.5,2132
71930753,259900.0,01830,3,2.0,1944
71930805,669000.0,02453,3,2.5,2386
71930834,475000.0,02472,3,1.5,1262
71930909,125000.0,02631,2,1.0,579
71931001,1250000.0,02110,2,2.0,1225
71931023,317500.0,02188,2,1.5,1232
71931052,319900.0,02043,2,2.0,1002
71931078,475000.0,01949,3,3.0,2533
71931164,275000.0,01730,2,1.0,802
71931192,599000.0,02464,2,2.5,2066
71931241,319900.0,02180,2,2.0,1000
71931255,339000.0,02472,2,1.0,1121
71931256,323888.0,01949,2,2.0,1126
71931336,259900.0,01876,2,1.5,1240
71931374,779000.0,02446,2,1.5,1325
71931496,219900.0,02169,1,1.0,774
71931505,678000.0,02143,2,2.0,1292
71931507,750000.0,02143,2,2.5,1572
71931508,688000.0,02143,2,2.0,1295
71931509,698000.0,02143,2,2.0,1295
71931512,608000.0,02143,2,2.0,981
71931525,172700.0,02072,2,1.0,950
71931663,214999.0,01860,3,1.5,1128
71931912,349900.0,03063,2,2.0,2762
71931928,575000.0,02144,2,1.0,1102
71931990,54900.0,01719,1,1.0,367
71933161,399000.0,02021,2,2.5,1355
71933224,160000.0,01752,2,2.0,1025
71933450,859000.0,02141,2,1.5,951
71933460,329900.0,01721,2,2.5,1967
71933571,105000.0,01701,1,1.0,607
71933589,194900.0,01844,2,2.0,980
71933613,239000.0,02128,2,1.0,942
71933616,219500.0,02368,3,1.5,1420
71933620,482000.0,01721,2,2.5,2004
71933639,332900.0,02368,2,2.0,2308
71933697,995000.0,02144,3,2.5,2058
71933716,174900.0,01902,2,1.5,860
71933720,179900.0,01826,2,1.5,1154
71933789,205000.0,02184,2,1.0,850
71933838,179900.0,02148,2,1.0,771
71933909,172000.0,01560,3,2.5,1625
71933914,1275000.0,02113,2,2.0,1358
71933951,569000.0,02118,0,1.0,503
71933979,299900.0,01845,3,1.5,1281
71934139,219900.0,01970,2,1.0,820
71934168,509000.0,02128,3,2.5,1499
71934206,224900.0,01970,2,1.0,815
71934212,159900.0,01420,2,1.5,1328
71934249,299000.0,01970,2,1.5,1130
71934296,349000.0,02131,2,1.0,974
71934376,369000.0,01060,2,1.5,1350
71934378,289000.0,01845,2,2.0,1239
71934418,625000.0,02472,3,2.5,1912
71934531,161500.0,01085,2,1.5,1340
71934592,154900.0,01569,3,1.0,1382
71934594,685000.0,01545,3,3.5,3124
71934644,254490.0,02148,2,2.0,1085
71934792,184900.0,02151,2,1.0,680
71934962,299000.0,02130,1,1.0,978
71935052,189000.0,02494,0,1.0,352
71935053,549900.0,01949,3,3.0,3300
71935165,189900.0,02780,3,1.5,1386
71935184,249900.0,01863,2,1.5,1146
71935218,279900.0,02364,2,2.5,1400
71935251,230000.0,01863,2,1.5,1385
71935273,215000.0,01760,2,1.0,810
71935387,162500.0,02664,2,2.5,680
71935680,409123.0,02149,4,2.5,1440
71935761,1150000.0,02118,3,2.0,1524
71935815,179900.0,02180,1,1.0,680
71935822,99900.0,01824,1,1.0,625
71935845,299900.0,02135,2,1.0,660
71935850,289900.0,01075,2,2.0,1696
71935895,159900.0,02632,2,1.5,1224
71935929,185000.0,03051,2,1.5,1220
71935959,134000.0,03062,3,2.0,1223
71936035,165138.0,02324,2,2.5,1390
71936050,120000.0,01604,2,1.5,864
71936074,219900.0,02093,2,1.5,1490
71936086,219900.0,02766,2,1.5,1450
71936233,439900.0,01970,2,1.0,1240
71936327,275000.0,02360,2,2.5,1900
71936643,96000.0,01604,2,1.0,893
71936658,359900.0,06082,2,3.0,2038
