MLSNUM,LISTPRICE,ZIP,BEDS,BATHS,SQFT
72104563,995000.0,02472,4,4.0,3034
72104657,389900.0,02151,5,3.0,2100
72104698,299900.0,01095,2,2.5,2015
72104992,154900.0,01902,1,1.0,695
72105043,269900.0,02767,2,1.5,1863
72105134,919000.0,02111,1,1.0,799
72105163,799000.0,02671,3,2.0,1909
72105182,214900.0,03079,2,1.5,1040
72105274,875000.0,02210,1,1.5,924
72105284,309900.0,01952,2,1.5,1500
72105468,999500.0,02171,3,3.0,3782
72105577,450000.0,02130,2,1.0,1130
72105701,269000.0,02128,2,1.0,761
72105774,624900.0,01760,3,2.5,2522
72105887,194900.0,02809,2,2.0,1478
72105901,419000.0,02127,3,1.0,914
72105979,639000.0,02066,2,2.0,1283
72105989,1750000.0,02111,2,2.5,1402
72106282,899000.0,02482,2,2.5,1734
72106643,599900.0,02125,3,2.5,1775
72106842,4600000.0,02116,2,2.5,2556
72106850,499000.0,01944,4,2.0,2103
72107053,127500.0,01089,3,2.0,1404
72107074,189900.0,02152,1,1.0,800
72107077,289000.0,01835,2,2.0,1665
72107283,215000.0,02054,2,1.5,1285
72107295,104900.0,02766,1,1.0,648
72107429,110999.0,01053,2,1.5,960
72107537,76000.0,01832,2,1.0,737
72107610,1350000.0,02116,1,1.0,1154
72107849,526900.0,02127,1,1.0,552
72108004,345000.0,01845,2,2.5,1799
72108352,1298000.0,02466,5,5.5,3400
72108446,279900.0,01902,3,2.5,1216
72108460,159900.0,01537,3,1.5,1196
72108480,249900.0,01950,1,1.0,565
72108514,1799999.0,02446,3,3.5,2000
72108566,199900.0,01609,2,2.0,1104
72108578,485000.0,01775,3,2.5,2384
72108598,199900.0,01913,2,1.0,1224
72108599,299900.0,01913,3,2.0,1920
72108633,475000.0,02452,1,1.0,970
72109029,276000.0,01510,2,2.5,1802
72109035,376995.0,01581,2,2.0,1290
72109134,129900.0,03865,2,1.0,1100
72109146,174500.0,01075,2,1.5,1182
72109279,2249000.0,02118,3,3.0,1976
72109320,249000.0,01339,2,1.5,1809
72109459,159900.0,01845,2,1.0,790
72109824,428833.0,02671,3,2.0,1860
72109855,795000.0,02045,2,2.0,1723
72109877,230000.0,03051,2,2.0,1188
72110105,152900.0,01453,2,2.5,1147
72110159,132900.0,01830,2,1.0,866
72110194,238000.0,01915,1,1.0,884
72110210,359000.0,02780,3,2.5,1759
72110252,849900.0,02143,2,2.0,1164
72110253,155000.0,01420,2,1.5,1238
72110284,359900.0,01826,3,2.5,1822
72110504,549900.0,01907,3,2.5,2500
72110568,1129900.0,02468,3,3.0,2824
72110569,1129900.0,02468,3,3.5,2824
72110893,375000.0,01060,2,1.5,1100
72110895,749000.0,01938,3,2.5,2443
72110914,445000.0,01886,2,3.0,2372
72110918,240000.0,01830,2,2.5,1743
72110939,108000.0,02050,2,1.5,1120
72110942,399000.0,02330,2,2.5,2190
72110951,380000.0,02330,2,2.5,2190
72110970,74500.0,01085,2,1.0,768
72111040,399900.0,01938,3,2.5,2118
72111042,425000.0,01952,2,2.5,2445
72111138,259900.0,01970,1,1.0,850
72111289,725000.0,01949,2,2.5,2550
72111317,314900.0,01520,3,2.5,1898
72111326,174900.0,01108,3,1.5,1250
72111363,189900.0,01602,2,1.5,1244
72111671,1399000.0,02446,3,2.5,2163
72111729,349900.0,03811,2,2.5,2506
72111849,399900.0,01867,1,1.0,1030
72111864,1325000.0,02110,1,1.0,923
72111867,1075000.0,02446,2,2.5,1221
72111899,635000.0,01778,2,3.0,1508
72111903,139900.0,06016,2,1.5,1296
72112278,135000.0,01106,2,1.5,936
72112286,234900.0,01510,2,1.5,1451
72112485,685000.0,02452,2,3.5,2420
72112495,179500.0,01525,3,2.5,1320
72112498,379900.0,01867,1,1.0,955
72112558,349900.0,02718,3,2.0,1708
72112578,559000.0,02474,2,2.0,995
72112579,299000.0,02038,2,2.5,1240
72112592,122900.0,01537,2,1.0,1050
72112604,364900.0,02151,2,2.0,1107
72112617,344900.0,01532,2,2.5,1564
72112750,422900.0,02155,3,2.0,1393
72112751,74000.0,01420,2,1.5,1008
72112833,795000.0,02472,3,2.5,2134
72112961,135900.0,01020,2,1.5,1280
72113019,420000.0,01950,2,2.0,1370
72113113,329900.0,02152,3,2.0,1300
72113173,124900.0,02766,2,1.0,832
72113371,415000.0,01970,2,2.0,1526
72113377,314000.0,02370,2,2.5,1535
72113421,137500.0,02093,1,1.0,750
72113434,414990.0,01721,2,2.5,1920
72113435,424990.0,01721,2,2.5,1920
72113559,5650000.0,02110,3,4.5,2773
72113590,389000.0,02021,2,2.5,1200
72113593,415000.0,02021,2,2.5,1355
72113710,549000.0,01742,2,2.0,1828
72113796,149900.0,01610,2,1.0,1100
72113801,171000.0,01746,2,2.5,1500
72113929,269900.0,02532,3,1.5,1485
72113957,230000.0,01503,1,1.0,675
72113980,449900.0,02472,2,1.0,1165
72114169,284900.0,01089,2,2.0,1400
72114317,210000.0,01730,1,1.0,547
72114318,124900.0,02780,2,1.0,912
72114342,334900.0,01887,1,1.0,900
72114366,299900.0,01905,2,1.5,1744
72114442,409900.0,02150,1,1.0,1219
72114464,699900.0,02360,3,3.5,3222
72114480,299000.0,02703,3,2.5,1968
72114550,412000.0,01545,3,2.5,2252
72114594,495900.0,02169,2,2.5,1405
72114768,695000.0,02139,2,2.0,1090
72114769,995000.0,02139,2,2.5,1359
72114782,572500.0,01890,2,2.5,1440
72114797,1095000.0,02459,2,2.5,3623
72114821,205500.0,01520,2,2.0,1400
72114912,949000.0,02115,1,1.0,767
72115039,312000.0,01519,3,2.5,2157
72115051,269900.0,02375,2,2.5,1734
72115191,549900.0,01844,2,3.0,2330
72115196,287000.0,01867,1,1.5,950
72115271,270000.0,01757,3,2.5,1413
72115298,949900.0,02458,4,3.5,2500
72115343,1400000.0,02215,4,3.5,1860
72115354,255000.0,01970,1,1.0,830
72115367,127000.0,01854,1,1.0,838
72115402,839000.0,02127,3,3.0,1620
72115457,138000.0,01720,1,1.0,632
72115500,525000.0,02171,2,2.0,1467
72115520,259900.0,01453,2,2.0,1305
72115644,649000.0,01772,2,3.5,3100
72115700,69900.0,01529,2,1.0,1042
72115741,229000.0,01824,2,2.0,1217
72115899,237000.0,01835,2,2.0,1645
72115951,359900.0,01826,3,2.5,1940
72115957,745000.0,01730,3,2.5,2169
72116007,391000.0,02062,2,1.5,1536
72116022,725000.0,02145,2,2.0,1395
72116101,232900.0,02150,1,1.0,786
72116135,529990.0,01949,3,3.5,3200
72116148,380000.0,02135,2,1.0,825
72116150,124900.0,01603,1,1.0,750
72116183,176000.0,02720,3,2.0,1424
72116201,279900.0,01845,2,1.5,1035
72116224,209800.0,02721,3,2.0,1738
72116240,1250000.0,02459,3,3.5,2848
72116272,390000.0,01863,3,2.5,1804
72116311,650000.0,02360,3,4.0,3085
72116430,579900.0,02144,2,1.5,1100
72116479,539000.0,01923,2,2.5,2396
72116484,254900.0,01583,2,2.0,1404
72116498,162000.0,01583,2,1.5,1217
72116524,824999.0,02472,3,3.0,2360
72116558,169900.0,01606,2,1.5,1212
72116603,625000.0,02127,1,1.0,769
72116655,449900.0,01775,2,2.5,2045
72116689,469000.0,02127,1,1.0,738
72116754,349900.0,01902,3,2.0,1789
72116763,449000.0,02601,2,2.5,1528
72116796,35640.0,02904,2,1.5,1036
72116816,550000.0,02021,2,2.5,2277
72116871,799000.0,02129,2,2.0,1314
72116873,299900.0,02171,2,2.0,1170
72116930,250000.0,02038,2,2.5,1605
72116937,339900.0,01721,2,2.5,2053
72117002,469900.0,01821,3,2.5,2891
72117024,479900.0,02056,3,3.5,1980
72117042,324999.0,02135,1,1.0,630
72117152,899999.0,02116,2,1.5,1010
72117207,265000.0,01720,2,1.5,1190
72117217,1149000.0,02215,2,2.0,1450
72117252,899000.0,02127,3,2.0,1300
72117262,218000.0,01906,1,1.0,840
72117263,978000.0,02138,2,2.0,1445
72117271,838000.0,02144,5,2.5,2495
72117383,475000.0,02152,3,2.0,1782
72117392,154900.0,01527,2,1.5,1320
72117402,184000.0,01950,2,2.0,1130
72117453,749000.0,02129,2,2.0,1348
72117465,499900.0,02453,2,2.0,1117
72117507,434900.0,02472,2,1.0,991
72117513,969000.0,01742,4,3.5,3188
72117521,649900.0,02127,2,2.0,1106
72117523,479000.0,02472,2,1.0,1223
72117558,750000.0,02127,2,2.0,1231
72117599,729000.0,02474,3,2.0,1682
72117661,2499000.0,02109,2,2.0,2075
72117667,799000.0,02459,3,3.5,2204
72117686,379000.0,02347,2,2.0,1580
72117692,399900.0,02347,2,2.0,1660
72117701,304900.0,02169,2,2.0,1047
72117717,479900.0,01748,3,2.5,2049
72117770,278900.0,02151,1,1.0,656
72117793,1299900.0,02458,4,3.5,3400
72117805,2650000.0,02118,2,2.5,2175
72117818,218000.0,02601,1,1.0,1107
72117849,429900.0,02155,4,1.0,1500
72117879,149900.0,01420,2,2.0,1373
72117946,495000.0,02132,2,2.5,1364
72117969,654900.0,01776,3,3.5,3125
72118035,675000.0,02026,2,2.0,1620
72118049,344900.0,01028,3,3.5,2760
72118186,164900.0,02360,2,1.5,990
72118225,279000.0,02169,1,1.0,851
72118260,189900.0,03079,1,1.0,832
72118329,304900.0,02171,2,2.0,1170
72118348,434000.0,02360,3,3.0,2032
72118378,1099000.0,02466,4,4.0,3500
72118458,374000.0,02045,2,2.0,1410
72118566,762728.0,01844,3,2.5,3587
72118573,444000.0,02842,2,2.5,1776
72118596,2850000.0,02116,2,2.0,1915
72118619,1549000.0,02466,4,4.5,4641
72118631,1549000.0,02466,4,4.5,4641
72118848,400000.0,02467,1,1.0,1050
72118980,120000.0,01569,2,1.5,1634
72119022,349900.0,01462,3,3.0,1644
72119108,469900.0,02360,2,2.5,1961
72119124,359000.0,01950,2,2.0,1387
72119238,899000.0,02127,2,2.0,1139
72119251,695000.0,02134,3,2.0,1143
72119257,94900.0,01609,2,1.0,1112
72119263,189900.0,01832,2,1.5,1020
72119272,1100000.0,02212,2,2.0,1008
72119310,185000.0,01970,2,1.5,1089
72119428,234900.0,02062,2,1.0,885
72119499,284000.0,02026,2,1.5,918
72119529,235000.0,02571,2,2.0,1380
72119662,399900.0,01810,2,1.5,1884
72119716,1200000.0,02210,2,2.0,1234
72119752,569000.0,02127,1,1.0,658
72119811,249000.0,01930,1,1.0,724
72119820,199500.0,01075,2,2.0,1200
72119906,1494999.0,02142,2,2.0,1720
72119961,259900.0,01701,2,1.5,981
72119980,315000.0,02184,2,2.0,1177
72119999,217000.0,02038,2,1.0,1084
72120001,139900.0,02780,1,1.0,706
72120035,215000.0,01930,1,1.0,753
72120061,1800000.0,02467,3,2.5,2710
72120063,1675000.0,02467,2,2.5,2494
72120166,225000.0,01754,2,1.5,1800
72120175,189900.0,01702,2,1.0,1156
72120181,159900.0,01867,2,1.0,836
72120212,419900.0,02118,1,1.0,867
72120256,384900.0,02148,3,2.5,1593
72120261,459000.0,01944,2,1.5,1033
72120341,369000.0,02472,2,1.0,790
72120361,269900.0,02760,3,2.5,1752
72120418,369900.0,01536,2,3.5,2456
72120447,219000.0,01450,2,1.5,1144
72120453,437500.0,02532,2,2.5,2045
72120483,189900.0,02347,2,1.0,952
72120495,514900.0,01867,2,2.0,1542
72120516,264900.0,03087,2,2.5,2012
72120541,215000.0,02720,2,2.0,1200
72120621,87000.0,01453,2,1.0,900
72120636,69900.0,01605,2,1.0,891
72120644,449900.0,02128,2,1.0,847
72120756,291999.0,03076,2,2.5,1969
72120822,285000.0,01757,2,2.5,1858
72120844,305000.0,03874,3,2.0,2018
72120879,259900.0,02035,2,1.5,1608
72121018,269000.0,02180,2,1.0,840
72121031,530000.0,02124,1,1.5,1070
72121062,599000.0,02124,3,2.0,1534
72121091,349000.0,02152,1,1.5,1142
72121133,228000.0,01749,2,2.0,1137
72121152,299900.0,03062,2,2.0,1968
72121185,129900.0,02324,1,1.0,708
72121209,2200000.0,02116,3,2.5,1879
72121220,755000.0,02171,2,2.0,2278
72121244,359000.0,01945,3,2.0,1440
72121286,273900.0,01702,2,2.0,1355
72121294,2475000.0,02111,3,2.5,2085
72121314,998000.0,02445,3,2.5,1880
72121318,300000.0,02136,2,2.5,1301
72121320,379888.0,01949,2,2.0,1093
72121344,899900.0,02129,3,2.0,1784
72121346,185900.0,01826,2,1.5,1172
72121356,529000.0,02127,2,2.0,876
72121453,369000.0,01938,2,2.0,1200
72121481,419000.0,02151,3,3.5,2429
72121488,674000.0,02116,1,1.0,772
72121498,68500.0,01603,2,1.0,954
72121519,469000.0,02128,2,1.5,950
72121522,499000.0,02128,2,2.0,950
72121555,569900.0,01950,5,2.0,1947
72121578,229900.0,01022,2,2.0,1287
72121588,279000.0,02639,2,2.0,1024
72121589,2250000.0,02138,2,2.0,2098
72121592,589900.0,02067,2,2.5,2342
72121598,314900.0,01824,3,2.5,2992
72121611,699000.0,02127,3,2.0,1165
72121620,1065000.0,02446,2,2.0,1713
72121649,219900.0,02019,2,1.5,1278
72121699,479900.0,02134,3,1.0,1315
72121704,489900.0,02134,3,1.0,1200
72121709,379900.0,02134,1,1.0,805
72121729,219900.0,01835,2,2.0,1638
72121736,239900.0,02324,2,1.5,1144
72121749,529000.0,02472,3,1.5,1600
72121778,649000.0,02111,0,1.0,590
72121780,234900.0,01810,1,1.0,940
72121835,1450000.0,02459,5,4.5,3303
72121845,193500.0,01053,2,1.5,1390
72121846,549000.0,02467,1,1.0,1002
72121886,1559000.0,02127,3,2.5,2360
72121908,1100000.0,02140,3,2.5,2486
72121967,309900.0,01560,3,2.5,1624
72121999,219900.0,02093,2,1.5,960
72122000,549000.0,02127,1,1.0,810
72122002,239900.0,01824,2,2.0,1303
72122005,109900.0,02368,1,1.0,660
72122017,314000.0,01915,2,1.5,1667
72122018,129900.0,01440,2,1.5,1279
72122020,219900.0,01604,2,2.0,919
72122047,254900.0,02169,1,1.0,740
72122050,273000.0,02671,2,1.5,980
72122112,169900.0,01749,2,2.0,828
72122117,154900.0,01702,2,1.0,965
72122172,699900.0,01760,4,2.5,2834
72122219,387900.0,01952,2,2.0,1742
72122244,799000.0,02127,2,2.0,1221
72122248,497000.0,02451,2,2.0,1085
72122253,759000.0,02446,2,2.0,1085
72122330,475000.0,01886,2,2.5,1910
72122348,201000.0,01721,2,2.0,1224
72122381,435000.0,01966,3,2.0,1280
72122442,524900.0,01950,2,2.5,1775
72122509,389900.0,01560,2,2.5,1995
72122548,689000.0,01890,3,1.0,1350
72122563,269900.0,01560,3,2.5,1210
72122570,329900.0,02649,2,2.5,1482
72122582,249900.0,01702,3,1.0,1361
72122598,929000.0,02127,3,2.0,1900
72122644,409000.0,01952,5,4.0,2991
72122685,199900.0,02190,2,1.0,909
72122709,399900.0,02748,3,2.5,2038
72122728,295000.0,02169,2,1.0,1300
72122753,399900.0,02368,2,2.5,2600
72122818,184000.0,01609,2,1.0,1278
72122825,314900.0,02136,3,2.5,1374
72122941,459900.0,02056,2,2.5,1900
72122960,254900.0,08835,3,1.5,1456
72123035,149900.0,02720,3,2.0,1154
72123126,789000.0,02210,1,1.0,1025
72123136,4300000.0,02109,2,2.5,2064
72123151,159900.0,02718,2,1.0,808
72123185,97900.0,02048,1,1.0,628
72123206,550000.0,02143,3,1.0,1170
72123311,389000.0,01970,2,2.0,1352
72123330,480000.0,02169,2,2.5,1406
72123345,169500.0,01057,2,2.5,1243
72123369,799900.0,02127,2,2.0,1231
72123489,385000.0,01520,2,2.5,2287
72123493,359900.0,02184,1,1.0,1020
72123562,112000.0,01085,2,1.0,1054
72123608,365000.0,02032,3,3.0,2323
72123677,1679000.0,02467,4,4.5,5358
72123792,199900.0,02718,2,2.0,1430
72123816,509000.0,01938,3,2.0,1470
72123819,279000.0,02131,2,1.0,749
72123849,349900.0,02125,3,1.0,1050
72123860,189900.0,02067,2,1.0,921
72123881,729000.0,02445,2,2.0,900
72123885,209900.0,03865,3,1.5,1200
72123928,179900.0,01970,1,1.0,856
72123937,1199900.0,02144,3,2.5,1792
72123949,157000.0,01581,1,1.0,602
72124030,729000.0,02446,2,2.0,1199
72124032,234900.0,01863,2,1.5,1182
72124055,535000.0,01950,2,2.5,1765
72124089,1495000.0,02130,4,2.5,2481
72124103,554900.0,02360,2,2.5,2129
72124114,1800000.0,02116,1,2.0,1134
72124190,1995000.0,02116,2,2.0,1120
72124193,425000.0,02180,2,2.0,1313
72124238,120000.0,02301,2,1.0,890
72124244,739900.0,02476,3,2.0,1785
72124254,369900.0,02180,2,1.5,1345
72124257,525000.0,02116,0,1.0,595
72124260,719900.0,02141,2,2.0,1067
72124269,548500.0,02420,3,1.5,1753
72124272,559000.0,02493,2,1.5,1360
72124282,500000.0,02130,3,1.0,1063
72124290,425000.0,02130,2,1.0,954
72124316,189000.0,01970,1,1.0,755
72124343,495000.0,02130,3,1.0,1014
72124349,242000.0,02151,1,1.0,704
72124356,274900.0,01581,2,2.5,1284
72124429,197500.0,02740,1,1.0,860
72124431,485000.0,01773,3,2.5,1564
72124432,205900.0,01905,2,1.0,865
72124461,139900.0,02188,1,1.0,613
72124487,409900.0,02189,2,2.5,1484
72124490,799000.0,02127,3,2.0,1405
72124510,655000.0,02118,1,1.0,763
72124530,195000.0,01749,2,1.5,822
72124531,324900.0,01520,3,2.5,2202
72124555,985000.0,02130,3,2.0,1615
72124576,165000.0,02760,2,1.0,784
72124581,339900.0,02148,2,2.0,1064
72124602,299000.0,01062,2,2.0,2224
72124671,749000.0,02130,3,2.0,1919
72124688,109900.0,02050,1,1.0,596
72124695,289000.0,01915,2,1.0,971
72124696,178500.0,03060,2,1.5,1437
72124743,379000.0,02132,3,1.0,1061
72124784,224000.0,01913,2,2.0,1717
72124787,685000.0,02445,2,1.5,1150
72124804,229900.0,03038,3,1.0,1452
72124829,529000.0,01803,2,2.5,2023
72124830,430000.0,02114,0,1.0,545
72124842,574900.0,01532,2,3.0,2615
72124844,214900.0,01826,2,1.5,1252
72124849,939000.0,02129,3,2.0,1300
72124871,208500.0,01720,3,2.0,1165
72124884,929000.0,02464,3,2.0,1726
72124906,269000.0,02368,2,2.5,1780
72124923,848000.0,02460,4,3.5,2440
72124950,324900.0,01810,2,1.0,1190
72124953,144900.0,01854,2,1.0,870
72124954,219000.0,02119,3,1.5,1169
72124961,949000.0,02445,2,2.0,2110
72124966,219900.0,02760,2,1.5,1342
72125017,729000.0,02127,2,1.0,905
72125020,719000.0,02127,2,1.0,860
72125025,569000.0,02143,2,1.0,1410
72125026,249900.0,02332,1,1.0,966
72125040,725000.0,02130,3,1.5,1435
72125041,1190000.0,02127,2,2.0,1393
72125043,860000.0,02127,2,2.0,1198
72125047,349900.0,01760,3,1.5,1188
72125088,964999.0,02143,3,2.5,2113
72125089,489000.0,02472,3,1.0,1349
72125092,849000.0,02127,3,2.0,1450
72125099,629000.0,02066,3,2.5,2248
72125100,409900.0,01721,2,2.5,1920
72125144,799900.0,01950,3,2.5,2520
72125179,199900.0,01852,1,1.0,714
72125186,385000.0,02360,2,2.0,1936
72125316,132500.0,02766,2,1.0,832
72125332,459900.0,02081,3,2.0,2015
72125335,390000.0,01581,2,2.0,1290
72125353,789000.0,02116,1,1.0,685
72125365,377000.0,01721,2,2.5,1850
72125375,189900.0,02703,2,1.5,1188
72125388,259900.0,01907,2,1.0,1052
72125410,299900.0,02453,1,1.0,660
72125454,385000.0,01960,2,2.5,1864
72125484,829000.0,02130,3,2.0,2220
72125491,389900.0,01867,3,2.0,1650
72125500,275000.0,02122,2,1.0,686
72125526,249000.0,01915,2,1.0,685
72125569,579000.0,02127,2,1.0,810
72125570,539000.0,02144,2,1.0,1072
72125572,399000.0,02122,2,1.0,783
72125596,315000.0,01569,3,2.0,1624
72125597,154800.0,03063,2,2.0,1156
72125600,879900.0,02130,3,2.5,1953
72125622,209900.0,01930,2,1.5,1011
72125623,169900.0,02169,0,1.0,490
72125634,220000.0,02563,2,1.5,1224
72125654,850000.0,02445,2,1.5,1398
72125663,599900.0,02125,3,2.0,1372
72125708,849000.0,02127,2,2.0,1055
72125711,695000.0,02467,3,2.0,1315
72125715,377300.0,01721,2,2.5,2050
72125761,175000.0,02045,2,2.0,1154
72125768,236500.0,02152,2,1.0,678
72125771,1195000.0,02215,2,1.5,1327
72125797,1595000.0,02118,2,2.0,1290
72125805,394900.0,01560,2,2.5,2550
72125825,649000.0,02446,2,1.0,973
72125831,575000.0,01950,3,2.5,1570
72125860,679000.0,02467,2,1.5,1016
72125863,899900.0,02445,3,1.0,1408
72125868,280000.0,02351,2,2.5,1998
72125899,698000.0,02474,3,2.5,1986
72125929,225000.0,01830,3,1.5,1511
72125970,429900.0,02127,2,1.5,791
72125984,142000.0,01453,2,1.5,1150
72126007,399000.0,02149,4,1.0,1400
72126019,349900.0,02152,2,1.0,1430
72126055,189900.0,01845,2,1.0,750
72126195,215900.0,01606,3,2.5,2709
72126197,159000.0,02324,2,1.5,969
72126213,115000.0,02169,0,1.0,380
72126216,145000.0,02639,2,1.0,952
72126345,655000.0,01772,2,3.5,3600
72126378,174900.0,02864,2,2.0,1310
72126389,174900.0,02649,2,1.5,1080
72126396,132000.0,01520,2,1.0,783
72126416,109900.0,02780,2,1.0,776
72126464,407900.0,01503,2,3.0,2202
72126485,265000.0,01060,1,1.0,963
72126515,189000.0,01002,2,2.5,1344
72126530,234900.0,02351,2,1.5,1026
72126545,119900.0,01841,2,1.5,1080
72126563,220000.0,01721,2,1.5,1316
72126579,199900.0,01747,2,2.0,1080
72126589,169900.0,01519,4,1.0,1248
72126635,649000.0,02467,2,1.5,890
72126664,169900.0,01845,2,1.0,780
72126688,147000.0,01609,1,1.0,731
72126790,254900.0,01832,2,2.5,1300
72126819,945000.0,02142,2,2.0,1208
72126823,375000.0,01960,2,1.5,1520
72126824,277000.0,01862,2,1.5,1044
72126848,57900.0,01331,2,1.5,952
72126868,409900.0,01860,4,2.5,2438
72126897,519900.0,01833,2,3.0,2392
72126921,799000.0,02125,2,2.5,1601
72126927,225000.0,02719,2,2.5,1084
72126969,76900.0,01085,2,1.0,768
72126975,109000.0,01501,2,1.0,702
72127037,589000.0,02127,2,2.0,1048
72127078,339900.0,01721,2,2.5,1345
72127082,123500.0,01719,2,1.0,795
72127091,549900.0,01801,3,2.5,1542
72127217,189000.0,02190,2,1.0,919
72127225,849500.0,01890,4,3.0,2900
72127243,474900.0,02043,2,2.5,1357
72127246,215000.0,02038,2,1.5,1122
72127302,199900.0,01850,2,1.5,1105
72127312,179900.0,01609,2,2.0,1193
72127316,115000.0,01841,2,1.0,909
72127319,370000.0,02128,1,1.0,597
72127320,385000.0,02128,1,1.0,638
72127351,365000.0,02330,2,2.5,1549
72127352,159900.0,01504,2,1.5,1594
72127359,1099000.0,02446,4,2.0,2215
72127364,1300000.0,02467,2,2.5,2688
72127379,459000.0,01778,3,2.5,1850
72127392,135000.0,01835,1,1.0,676
72127395,174900.0,01930,4,1.0,1201
72127405,464000.0,02114,0,1.0,691
72127414,185000.0,01752,2,1.0,1053
72127417,740000.0,02118,2,1.5,1004
72127430,349900.0,01945,2,1.5,1267
72127435,219000.0,02324,2,1.5,1116
72127452,415000.0,02021,2,2.5,1355
72127489,159900.0,01810,1,1.0,675
72127510,309900.0,01876,1,1.5,1112
72127531,365500.0,02360,2,2.0,1730
72127544,709000.0,02446,2,1.0,1093
72127628,829000.0,02118,2,1.5,979
72127673,289000.0,01075,2,3.0,1425
72127680,149000.0,01560,2,2.5,1985
72127693,120000.0,01022,2,1.0,1086
72127701,319000.0,02135,1,1.0,556
72127715,243000.0,01915,2,1.0,1083
72127763,339900.0,02176,2,1.0,972
72127804,299900.0,02360,3,2.0,1544
72127807,339900.0,02184,3,2.0,1236
72127853,679000.0,02115,2,1.5,638
72127907,289900.0,01862,2,1.5,900
72127934,579000.0,02130,3,1.0,1339
72127937,549000.0,02445,1,1.0,849
72127997,215000.0,01852,3,1.5,1258
72128013,899900.0,02458,3,3.5,2829
72128044,459900.0,02420,2,1.5,1254
72128061,179000.0,02189,2,1.0,880
72128068,199900.0,02184,2,1.0,742
72128105,179900.0,02703,2,1.5,1066
72128119,1199000.0,02114,2,2.0,1197
72128147,329000.0,06078,3,2.5,2377
72128152,429000.0,01970,3,2.0,1682
72128195,179900.0,01902,2,1.0,684
72128225,449000.0,02122,2,2.0,1142
72128229,629900.0,02472,2,2.0,1628
72128246,439900.0,02155,2,2.0,1017
72128275,1350000.0,02115,2,2.0,1355
72128282,1075000.0,02127,2,2.0,1723
72128330,889000.0,02129,2,2.0,1339
72128402,835000.0,02129,2,2.0,1385
72128415,399900.0,02021,2,2.5,1500
72128417,865000.0,02138,4,2.0,1669
72128421,848000.0,02472,3,2.5,2056
72128434,129900.0,01851,2,1.0,695
72128439,299000.0,01907,3,1.5,1175
72128441,315000.0,01907,3,1.5,1250
72128463,549900.0,02139,2,1.0,760
72128491,319900.0,02152,2,1.0,1125
72128496,480000.0,02155,3,1.0,1400
72128511,145000.0,02021,1,1.0,651
72128514,369000.0,02127,3,1.0,877
72128520,349900.0,01915,3,2.0,1453
72128523,389000.0,02148,4,2.0,2092
72128525,265000.0,01863,2,1.5,1133
72128534,428000.0,01720,2,2.5,2182
72128544,798000.0,02139,2,2.0,1240
72128629,650000.0,02114,1,1.0,624
72128639,639900.0,02129,2,1.0,938
72128669,699000.0,02130,2,1.0,1470
72128674,205000.0,01826,2,1.5,1520
72128679,724900.0,02482,3,1.5,1600
72128703,619000.0,01970,4,3.0,3040
72128711,529900.0,02452,2,2.0,1300
72128735,225000.0,01754,2,1.0,936
72128743,270000.0,02171,1,1.0,638
72128749,625000.0,02127,1,1.0,834
72128756,218500.0,01835,2,2.0,1605
72128774,469900.0,02081,4,2.5,2495
72128779,419000.0,01239,1,1.0,598
72128797,329900.0,01721,2,2.5,1909
72128804,424900.0,01821,2,2.5,1910
72128806,284900.0,01960,2,1.5,1048
72128820,359000.0,02132,2,2.0,1291
72128864,914500.0,02118,2,1.0,909
72128869,339900.0,01757,2,2.5,2699
72128879,355000.0,02151,2,2.0,1110
72128890,429000.0,02127,1,1.0,667
72128939,209000.0,02026,2,1.0,700
72128943,599900.0,02130,3,2.0,1181
72128997,229900.0,01801,2,1.0,786
72129052,299000.0,02452,2,1.0,702
72129086,329900.0,01752,2,2.0,1672
72129139,385000.0,02127,1,1.0,584
72129144,569000.0,02169,2,2.0,1247
72129147,389000.0,02169,1,1.0,850
72129150,300000.0,02150,1,1.0,720
72129191,279888.0,01970,3,1.5,1500
72129244,250000.0,02169,2,1.0,630
72129249,789000.0,02494,3,2.5,2595
72129274,175999.0,01841,3,1.5,1425
72129277,525000.0,02150,2,2.0,1428
72129308,299900.0,01950,2,2.0,1130
72129346,84900.0,01089,1,1.0,720
72129347,409900.0,02131,2,2.0,1265
72129359,204900.0,01748,1,2.0,1234
72129371,164900.0,01089,2,1.5,1200
72129382,374900.0,01545,2,2.0,1580
72129421,449900.0,02464,4,2.0,1283
72129461,219900.0,02673,2,2.0,1275
72129492,500000.0,02150,3,2.0,1609
72129504,729000.0,02459,3,2.5,1518
72129506,939000.0,02129,2,2.0,1075
72129511,339900.0,01960,2,2.0,1535
72129517,499900.0,01864,3,3.0,1633
72129547,143900.0,06016,2,1.5,1510
72129553,224900.0,02190,2,1.0,918
72129631,274900.0,01569,3,3.0,1663
72129644,474900.0,02128,2,1.0,864
72129666,579000.0,02184,2,2.5,1758
72129681,99900.0,01129,2,2.0,1068
72129693,334900.0,02748,3,2.5,1955
72129714,157900.0,01826,2,2.0,1286
72129769,1725000.0,02467,2,3.0,2460
72129815,305000.0,02169,2,2.0,1064
72129822,165000.0,01522,2,1.5,1188
72129823,475000.0,02145,2,2.0,963
72129826,150000.0,01854,2,1.0,870
72129848,87000.0,01609,2,1.0,849
